"Domain","MX","TXT","SRV","Error"
"qasern.com","wp-secure-cloudmail03.worldposta.com",,,
"qasern.com","wp-secure-cloudmail02.worldposta.com",,,
"qasern.com","wp-secure-cloudmail01.worldposta.com",,,
"qasern.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"qasern.com",,,"autodiscover.worldposta.com",
"ammlaky.com","wp-secure-cloudmail01.worldposta.com",,,
"ammlaky.com","wp-secure-cloudmail02.worldposta.com",,,
"ammlaky.com","wp-secure-cloudmail03.worldposta.com",,,
"ammlaky.com","wp-secure-cloudmail04.worldposta.com",,,
"ammlaky.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"ammlaky.com",,,"autodiscover.worldposta.com",
"adalaa.com","wp-secure-cloudmail01.worldposta.com",,,
"adalaa.com","wp-secure-cloudmail02.worldposta.com",,,
"adalaa.com","wp-secure-cloudmail03.worldposta.com",,,
"adalaa.com","wp-secure-cloudmail04.worldposta.com",,,
"adalaa.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"adalaa.com",,,"autodiscover.worldposta.com",
"melsyasa.com","wp-secure-cloudmail04.worldposta.com",,,
"melsyasa.com","wp-secure-cloudmail03.worldposta.com",,,
"melsyasa.com","wp-secure-cloudmail01.worldposta.com",,,
"melsyasa.com","wp-secure-cloudmail02.worldposta.com",,,
"melsyasa.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"melsyasa.com",,,"autodiscover.worldposta.com",
"brighteyexpo.com","wp-secure-cloudmail04.worldposta.com",,,
"brighteyexpo.com","wp-secure-cloudmail03.worldposta.com",,,
"brighteyexpo.com","wp-secure-cloudmail02.worldposta.com",,,
"brighteyexpo.com","wp-secure-cloudmail01.worldposta.com",,,
"brighteyexpo.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"brighteyexpo.com",,"WorldPosta-verification=whnhtTcfKiTzuGzGc7F5yDxGctKeiLpwndLfdnJOtoQdxrkXC4",,
"brighteyexpo.com",,,"autodiscover.worldposta.com",
"os4it-sa.com","wp-secure-cloudmail01.worldposta.com",,,
"os4it-sa.com","wp-secure-cloudmail02.worldposta.com",,,
"os4it-sa.com","wp-secure-cloudmail03.worldposta.com",,,
"os4it-sa.com","wp-secure-cloudmail04.worldposta.com",,,
"os4it-sa.com","wp-secure-cloudmail05.worldposta.com",,,
"os4it-sa.com",,"WorldPosta-verification=oJ6ixj50tKpfsKiofwYRX4eZFrYXhQndbGFqccgpLLaQ2y7fnJ",,
"os4it-sa.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"os4it-sa.com",,,"autodiscover.worldposta.com",
"silicon21.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"silicon21.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"silicon21.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"silicon21.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"silicon21.com.eg",,"cisco-ci-domain-verification=3235c8003bc5e0ff9ed61e8e1d3fc4d3988d3ec25de9f3e7dd58c8b54714bdd7",,
"silicon21.com.eg",,"v=spf1 a mx include:_spf.worldposta.com ?all",,
"silicon21.com.eg",,,"autodiscover.worldposta.com",
"thesprinthub.com","wp-secure-cloudmail02.worldposta.com",,,
"thesprinthub.com","wp-secure-cloudmail01.worldposta.com",,,
"thesprinthub.com","wp-secure-cloudmail03.worldposta.com",,,
"thesprinthub.com","wp-secure-cloudmail04.worldposta.com",,,
"thesprinthub.com",,"DNS TXT record value: v=DMARC1; p=none; rua=mailto:report@worldposta.com",,
"thesprinthub.com",,"DNS TXT record name: _dmarc",,
"thesprinthub.com",,"ruf=mailto:report@worldposta.com; sp=none",,
"thesprinthub.com",,,"autodiscover.worldposta.com",
"extramile-eg.co","wp-secure-cloudmail04.worldposta.com",,,
"extramile-eg.co","wp-secure-cloudmail03.worldposta.com",,,
"extramile-eg.co","wp-secure-cloudmail02.worldposta.com",,,
"extramile-eg.co","wp-secure-cloudmail01.worldposta.com",,,
"extramile-eg.co",,"v=spf1 mx include:_spf.worldposta.com -all",,
"extramile-eg.co",,,"autodiscover.worldposta.com",
"farmerbox.sa","wp-secure-cloudmail04.worldposta.com",,,
"farmerbox.sa","wp-secure-cloudmail01.worldposta.com",,,
"farmerbox.sa","wp-secure-cloudmail02.worldposta.com",,,
"farmerbox.sa","wp-secure-cloudmail03.worldposta.com",,,
"farmerbox.sa",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"farmerbox.sa",,,"autodiscover.worldposta.com",
"a-c.sa","wp-secure-cloudmail01.worldposta.com",,,
"a-c.sa","wp-secure-cloudmail02.worldposta.com",,,
"a-c.sa","wp-secure-cloudmail03.worldposta.com",,,
"a-c.sa","wp-secure-cloudmail04.worldposta.com",,,
"a-c.sa",,"google-site-verification=gpx-K6RcaSfFSRbDiUCRc_Ko853oGswIvxp8GRQbSjA",,
"a-c.sa",,"WorldPosta-verification=555sHEbRWXOdwfHicOVWjte4oE27NlqONMld3KXdSdPzATDZpV",,
"a-c.sa",,"v=spf1 mx include:_spf.worldposta.com -all",,
"a-c.sa",,"google-site-verification=93vL6tvgtjqmr6ZvCaB3pRUTL_4wzM-ovp8R_qV8iuk",,
"a-c.sa",,"facebook-domain-verification=u3d1oybzri3gcju06uo4lyf3adv48t",,
"a-c.sa",,,"autodiscover.worldposta.com",
"stylishbrands.shop","wp-secure-cloudmail04.worldposta.com",,,
"stylishbrands.shop","wp-secure-cloudmail02.worldposta.com",,,
"stylishbrands.shop","wp-secure-cloudmail03.worldposta.com",,,
"stylishbrands.shop","wp-secure-cloudmail01.worldposta.com",,,
"stylishbrands.shop",,"v=spf1 mx include:_spf.worldposta.com -all",,
"stylishbrands.shop",,,"autodiscover.worldposta.com",
"almottahedon-pharma.com","wp-secure-cloudmail03.worldposta.com",,,
"almottahedon-pharma.com","wp-secure-cloudmail04.worldposta.com",,,
"almottahedon-pharma.com","wp-secure-cloudmail01.worldposta.com",,,
"almottahedon-pharma.com","wp-secure-cloudmail02.worldposta.com",,,
"almottahedon-pharma.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"almottahedon-pharma.com",,,"autodiscover.worldposta.com",
"echomarchi.com","echomarchi.com",,,
"echomarchi.com",,"v=spf1 ip4:116.202.233.84 +a +mx ~all",,
"echomarchi.com",,,,"_autodiscover._tcp.echomarchi.com : DNS name does not exist"
"egy-pt.org","wp-secure-cloudmail04.worldposta.com",,,
"egy-pt.org","wp-secure-cloudmail02.worldposta.com",,,
"egy-pt.org","wp-secure-cloudmail03.worldposta.com",,,
"egy-pt.org","wp-secure-cloudmail01.worldposta.com",,,
"egy-pt.org",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"egy-pt.org",,,"autodiscover.worldposta.com",
"royalswisslahore.com","wp-secure-cloudmail03.worldposta.com",,,
"royalswisslahore.com","wp-secure-cloudmail02.worldposta.com",,,
"royalswisslahore.com","wp-secure-cloudmail04.worldposta.com",,,
"royalswisslahore.com","wp-secure-cloudmail01.worldposta.com",,,
"royalswisslahore.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"royalswisslahore.com",,,"autodiscover.worldposta.com",
"odce-sa.com","wp-secure-cloudmail01.worldposta.com",,,
"odce-sa.com","wp-secure-cloudmail02.worldposta.com",,,
"odce-sa.com","wp-secure-cloudmail03.worldposta.com",,,
"odce-sa.com","wp-secure-cloudmail04.worldposta.com",,,
"odce-sa.com",,"",,
"odce-sa.com",,,"autodiscover.worldposta.com",
"plumharbour.com","wp-secure-cloudmail01.worldposta.com",,,
"plumharbour.com","wp-secure-cloudmail04.worldposta.com",,,
"plumharbour.com","wp-secure-cloudmail02.worldposta.com",,,
"plumharbour.com","wp-secure-cloudmail03.worldposta.com",,,
"plumharbour.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"plumharbour.com",,,"autodiscover.worldposta.com",
"bluebytehospitality.com","wp-secure-cloudmail04.worldposta.com",,,
"bluebytehospitality.com","wp-secure-cloudmail02.worldposta.com",,,
"bluebytehospitality.com","wp-secure-cloudmail01.worldposta.com",,,
"bluebytehospitality.com","wp-secure-cloudmail03.worldposta.com",,,
"bluebytehospitality.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"bluebytehospitality.com",,,"autodiscover.worldposta.com",
"virtualallianceltd.com","wp-secure-cloudmail02.worldposta.com",,,
"virtualallianceltd.com","wp-secure-cloudmail01.worldposta.com",,,
"virtualallianceltd.com","wp-secure-cloudmail03.worldposta.com",,,
"virtualallianceltd.com","wp-secure-cloudmail04.worldposta.com",,,
"virtualallianceltd.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"virtualallianceltd.com",,,"autodiscover.worldposta.com",
"mt-egy.com","wp-secure-cloudmail01.worldposta.com",,,
"mt-egy.com","wp-secure-cloudmail02.worldposta.com",,,
"mt-egy.com","wp-secure-cloudmail03.worldposta.com",,,
"mt-egy.com","wp-secure-cloudmail04.worldposta.com",,,
"mt-egy.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"mt-egy.com",,,"autodiscover.worldposta.com",
"ubciseg.com","wp-secure-cloudmail01.worldposta.com",,,
"ubciseg.com","wp-secure-cloudmail02.worldposta.com",,,
"ubciseg.com","wp-secure-cloudmail03.worldposta.com",,,
"ubciseg.com","wp-secure-cloudmail04.worldposta.com",,,
"ubciseg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"ubciseg.com",,,"autodiscover.worldposta.com",
"degas-egy.com","mx.degas-egy.com",,,
"degas-egy.com",,"v=spf1 ip4:66.96.128.0/18 ?all",,
"degas-egy.com",,,"",
"alcorfund.com","wp-secure-cloudmail02.worldposta.com",,,
"alcorfund.com","wp-secure-cloudmail03.worldposta.com",,,
"alcorfund.com","wp-secure-cloudmail04.worldposta.com",,,
"alcorfund.com","wp-secure-cloudmail01.worldposta.com",,,
"alcorfund.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"alcorfund.com",,,"autodiscover.worldposta.com",
"bioeco-servizi.it","wp-secure-cloudmail03.worldposta.com",,,
"bioeco-servizi.it","wp-secure-cloudmail02.worldposta.com",,,
"bioeco-servizi.it","wp-secure-cloudmail04.worldposta.com",,,
"bioeco-servizi.it","wp-secure-cloudmail01.worldposta.com",,,
"bioeco-servizi.it",,"google-site-verification=megwWki1O3ebvYDX2GGTiU6FMDrJ1ZfiNqA3DF1tCRo",,
"bioeco-servizi.it",,"google-site-verification=TawfmtcKHRIuGhNybzklQP18Qo5sh6NMtjL-fWNK43M",,
"bioeco-servizi.it",,"v=spf1 mx include:_spf.worldposta.com -all",,
"bioeco-servizi.it",,"WorldPosta-verification=9iRf6Pj15L3rZT5QyTipFedFAHtV3UjBQLSa4oulekVa0oimCJ",,
"bioeco-servizi.it",,"1|www.bioeco-servizi.it",,
"bioeco-servizi.it",,,"autodiscover.worldposta.com",
"electrometer.com.gh","wp-secure-cloudmail02.worldposta.com",,,
"electrometer.com.gh","wp-secure-cloudmail03.worldposta.com",,,
"electrometer.com.gh","wp-secure-cloudmail04.worldposta.com",,,
"electrometer.com.gh","wp-secure-cloudmail01.worldposta.com",,,
"electrometer.com.gh",,"v=spf1 a mx include:websitewelcome.com ~all",,
"electrometer.com.gh",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"electrometer.com.gh",,,"autodiscover.worldposta.com",
"balsamtrade.com","wp-secure-cloudmail01.worldposta.com",,,
"balsamtrade.com","wp-secure-cloudmail02.worldposta.com",,,
"balsamtrade.com","wp-secure-cloudmail03.worldposta.com",,,
"balsamtrade.com","wp-secure-cloudmail04.worldposta.com",,,
"balsamtrade.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"balsamtrade.com",,,"autodiscover.worldposta.com",
"cashcool-dc.com","wp-secure-cloudmail04.worldposta.com",,,
"cashcool-dc.com","wp-secure-cloudmail01.worldposta.com",,,
"cashcool-dc.com","wp-secure-cloudmail02.worldposta.com",,,
"cashcool-dc.com","wp-secure-cloudmail03.worldposta.com",,,
"cashcool-dc.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"cashcool-dc.com",,,"autodiscover.worldposta.com",
